"activityType" "subject" "averageOfVariable" "variableName"
"WALKING_DOWNSTAIRS" "14" -0.225729073181148 "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "14" -0.969622702911392 "fBodyGyro-std()-Z"
"LAYING" "15" NA "fBodyGyro-std()-Z"
"SITTING" "15" NA "fBodyGyro-std()-Z"
"STANDING" "15" NA "fBodyGyro-std()-Z"
"WALKING" "15" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "15" -0.751696527195122 "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "15" NA "fBodyGyro-std()-Z"
"LAYING" "16" NA "fBodyGyro-std()-Z"
"SITTING" "16" NA "fBodyGyro-std()-Z"
"STANDING" "16" NA "fBodyGyro-std()-Z"
"WALKING" "16" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "16" -0.756993640724044 "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "16" NA "fBodyGyro-std()-Z"
"LAYING" "17" NA "fBodyGyro-std()-Z"
"SITTING" "17" -0.708869113253125 "fBodyGyro-std()-Z"
"STANDING" "17" NA "fBodyGyro-std()-Z"
"WALKING" "17" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "17" -0.986650575625 "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "17" NA "fBodyGyro-std()-Z"
"LAYING" "18" NA "fBodyGyro-std()-Z"
"SITTING" "18" -0.964431652333333 "fBodyGyro-std()-Z"
"STANDING" "18" -0.748592744401198 "fBodyGyro-std()-Z"
"WALKING" "18" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "18" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "18" NA "fBodyGyro-std()-Z"
"LAYING" "19" NA "fBodyGyro-std()-Z"
"SITTING" "19" -0.694729075491667 "fBodyGyro-std()-Z"
"STANDING" "19" NA "fBodyGyro-std()-Z"
"WALKING" "19" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "19" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "19" NA "fBodyGyro-std()-Z"
"LAYING" "20" -0.522534472884615 "fBodyGyro-std()-Z"
"SITTING" "20" NA "fBodyGyro-std()-Z"
"STANDING" "20" -0.616340393406566 "fBodyGyro-std()-Z"
"WALKING" "20" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "20" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "20" NA "fBodyGyro-std()-Z"
"LAYING" "21" NA "fBodyGyro-std()-Z"
"SITTING" "21" -0.728319304730637 "fBodyGyro-std()-Z"
"STANDING" "21" NA "fBodyGyro-std()-Z"
"WALKING" "21" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "21" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "21" NA "fBodyGyro-std()-Z"
"LAYING" "22" NA "fBodyGyro-std()-Z"
"SITTING" "22" -0.749282657878788 "fBodyGyro-std()-Z"
"STANDING" "22" -0.596342575910569 "fBodyGyro-std()-Z"
"WALKING" "22" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "22" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "22" NA "fBodyGyro-std()-Z"
"LAYING" "23" NA "fBodyGyro-std()-Z"
"SITTING" "23" NA "fBodyGyro-std()-Z"
"STANDING" "23" -0.644131036807258 "fBodyGyro-std()-Z"
"WALKING" "23" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "23" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "23" NA "fBodyGyro-std()-Z"
"LAYING" "24" -0.735749934304462 "fBodyGyro-std()-Z"
"SITTING" "24" NA "fBodyGyro-std()-Z"
"STANDING" "24" NA "fBodyGyro-std()-Z"
"WALKING" "24" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "24" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "24" NA "fBodyGyro-std()-Z"
"LAYING" "25" NA "fBodyGyro-std()-Z"
"SITTING" "25" NA "fBodyGyro-std()-Z"
"STANDING" "25" -0.771208929095355 "fBodyGyro-std()-Z"
"WALKING" "25" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "25" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "25" NA "fBodyGyro-std()-Z"
"LAYING" "26" NA "fBodyGyro-std()-Z"
"SITTING" "26" NA "fBodyGyro-std()-Z"
"STANDING" "26" -0.735942384438775 "fBodyGyro-std()-Z"
"WALKING" "26" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "26" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "26" NA "fBodyGyro-std()-Z"
"LAYING" "27" -0.623261741473154 "fBodyGyro-std()-Z"
"SITTING" "27" NA "fBodyGyro-std()-Z"
"STANDING" "27" -0.979428019102564 "fBodyGyro-std()-Z"
"WALKING" "27" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "27" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "27" NA "fBodyGyro-std()-Z"
"LAYING" "28" -0.700291282881152 "fBodyGyro-std()-Z"
"SITTING" "28" NA "fBodyGyro-std()-Z"
"STANDING" "28" NA "fBodyGyro-std()-Z"
"WALKING" "28" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "28" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "28" NA "fBodyGyro-std()-Z"
"LAYING" "29" -0.749163172296512 "fBodyGyro-std()-Z"
"SITTING" "29" NA "fBodyGyro-std()-Z"
"STANDING" "29" NA "fBodyGyro-std()-Z"
"WALKING" "29" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "29" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "29" NA "fBodyGyro-std()-Z"
"LAYING" "30" -0.620253390415144 "fBodyGyro-std()-Z"
"SITTING" "30" NA "fBodyGyro-std()-Z"
"STANDING" "30" NA "fBodyGyro-std()-Z"
"WALKING" "30" NA "fBodyGyro-std()-Z"
"WALKING_DOWNSTAIRS" "30" NA "fBodyGyro-std()-Z"
"WALKING_UPSTAIRS" "30" NA "fBodyGyro-std()-Z"
"LAYING" "1" NA "fBodyGyro-meanFreq()-X"
"SITTING" "1" NA "fBodyGyro-meanFreq()-X"
"STANDING" "1" NA "fBodyGyro-meanFreq()-X"
"WALKING" "1" -0.0320324102759078 "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "1" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "1" NA "fBodyGyro-meanFreq()-X"
"LAYING" "2" NA "fBodyGyro-meanFreq()-X"
"SITTING" "2" NA "fBodyGyro-meanFreq()-X"
"STANDING" "2" NA "fBodyGyro-meanFreq()-X"
"WALKING" "2" -0.00576500648245033 "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "2" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "2" NA "fBodyGyro-meanFreq()-X"
"LAYING" "3" NA "fBodyGyro-meanFreq()-X"
"SITTING" "3" NA "fBodyGyro-meanFreq()-X"
"STANDING" "3" NA "fBodyGyro-meanFreq()-X"
"WALKING" "3" -0.102568067670674 "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "3" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "3" NA "fBodyGyro-meanFreq()-X"
"LAYING" "4" NA "fBodyGyro-meanFreq()-X"
"SITTING" "4" NA "fBodyGyro-meanFreq()-X"
"STANDING" "4" NA "fBodyGyro-meanFreq()-X"
"WALKING" "4" -0.145349222123196 "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "4" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "4" -0.0761993841779675 "fBodyGyro-meanFreq()-X"
"LAYING" "5" NA "fBodyGyro-meanFreq()-X"
"SITTING" "5" NA "fBodyGyro-meanFreq()-X"
"STANDING" "5" NA "fBodyGyro-meanFreq()-X"
"WALKING" "5" -0.0381646986649007 "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "5" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "5" NA "fBodyGyro-meanFreq()-X"
"LAYING" "6" NA "fBodyGyro-meanFreq()-X"
"SITTING" "6" NA "fBodyGyro-meanFreq()-X"
"STANDING" "6" NA "fBodyGyro-meanFreq()-X"
"WALKING" "6" -0.00638799606635593 "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "6" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "6" 0.1225045045 "fBodyGyro-meanFreq()-X"
"LAYING" "7" NA "fBodyGyro-meanFreq()-X"
"SITTING" "7" NA "fBodyGyro-meanFreq()-X"
"STANDING" "7" NA "fBodyGyro-meanFreq()-X"
"WALKING" "7" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "7" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "7" -0.134491772785779 "fBodyGyro-meanFreq()-X"
"LAYING" "8" NA "fBodyGyro-meanFreq()-X"
"SITTING" "8" NA "fBodyGyro-meanFreq()-X"
"STANDING" "8" NA "fBodyGyro-meanFreq()-X"
"WALKING" "8" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "8" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "8" -0.117102793715658 "fBodyGyro-meanFreq()-X"
"LAYING" "9" NA "fBodyGyro-meanFreq()-X"
"SITTING" "9" NA "fBodyGyro-meanFreq()-X"
"STANDING" "9" NA "fBodyGyro-meanFreq()-X"
"WALKING" "9" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "9" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "9" -0.205909254584222 "fBodyGyro-meanFreq()-X"
"LAYING" "10" NA "fBodyGyro-meanFreq()-X"
"SITTING" "10" NA "fBodyGyro-meanFreq()-X"
"STANDING" "10" NA "fBodyGyro-meanFreq()-X"
"WALKING" "10" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "10" -0.0933071451660684 "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "10" 0.0389539027333333 "fBodyGyro-meanFreq()-X"
"LAYING" "11" NA "fBodyGyro-meanFreq()-X"
"SITTING" "11" NA "fBodyGyro-meanFreq()-X"
"STANDING" "11" NA "fBodyGyro-meanFreq()-X"
"WALKING" "11" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "11" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "11" -0.111874925112848 "fBodyGyro-meanFreq()-X"
"LAYING" "12" NA "fBodyGyro-meanFreq()-X"
"SITTING" "12" -0.049418997688806 "fBodyGyro-meanFreq()-X"
"STANDING" "12" NA "fBodyGyro-meanFreq()-X"
"WALKING" "12" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "12" -0.10951505243172 "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "12" NA "fBodyGyro-meanFreq()-X"
"LAYING" "13" NA "fBodyGyro-meanFreq()-X"
"SITTING" "13" -0.112645469406422 "fBodyGyro-meanFreq()-X"
"STANDING" "13" NA "fBodyGyro-meanFreq()-X"
"WALKING" "13" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "13" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "13" NA "fBodyGyro-meanFreq()-X"
"LAYING" "14" NA "fBodyGyro-meanFreq()-X"
"SITTING" "14" NA "fBodyGyro-meanFreq()-X"
"STANDING" "14" NA "fBodyGyro-meanFreq()-X"
"WALKING" "14" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "14" -0.260353448080328 "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "14" -0.182619256862025 "fBodyGyro-meanFreq()-X"
"LAYING" "15" NA "fBodyGyro-meanFreq()-X"
"SITTING" "15" NA "fBodyGyro-meanFreq()-X"
"STANDING" "15" NA "fBodyGyro-meanFreq()-X"
"WALKING" "15" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "15" -0.143256673841646 "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "15" NA "fBodyGyro-meanFreq()-X"
"LAYING" "16" NA "fBodyGyro-meanFreq()-X"
"SITTING" "16" NA "fBodyGyro-meanFreq()-X"
"STANDING" "16" NA "fBodyGyro-meanFreq()-X"
"WALKING" "16" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "16" -0.137899091231284 "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "16" NA "fBodyGyro-meanFreq()-X"
"LAYING" "17" NA "fBodyGyro-meanFreq()-X"
"SITTING" "17" -0.0794198509303437 "fBodyGyro-meanFreq()-X"
"STANDING" "17" NA "fBodyGyro-meanFreq()-X"
"WALKING" "17" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "17" -0.0923221393895833 "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "17" NA "fBodyGyro-meanFreq()-X"
"LAYING" "18" NA "fBodyGyro-meanFreq()-X"
"SITTING" "18" -0.307039569766667 "fBodyGyro-meanFreq()-X"
"STANDING" "18" -0.0962211625121257 "fBodyGyro-meanFreq()-X"
"WALKING" "18" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "18" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "18" NA "fBodyGyro-meanFreq()-X"
"LAYING" "19" NA "fBodyGyro-meanFreq()-X"
"SITTING" "19" -0.0321842609068333 "fBodyGyro-meanFreq()-X"
"STANDING" "19" NA "fBodyGyro-meanFreq()-X"
"WALKING" "19" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "19" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "19" NA "fBodyGyro-meanFreq()-X"
"LAYING" "20" -0.129845704680769 "fBodyGyro-meanFreq()-X"
"SITTING" "20" NA "fBodyGyro-meanFreq()-X"
"STANDING" "20" -0.171197488890051 "fBodyGyro-meanFreq()-X"
"WALKING" "20" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "20" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "20" NA "fBodyGyro-meanFreq()-X"
"LAYING" "21" NA "fBodyGyro-meanFreq()-X"
"SITTING" "21" -0.089010657789951 "fBodyGyro-meanFreq()-X"
"STANDING" "21" NA "fBodyGyro-meanFreq()-X"
"WALKING" "21" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "21" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "21" NA "fBodyGyro-meanFreq()-X"
"LAYING" "22" NA "fBodyGyro-meanFreq()-X"
"SITTING" "22" -0.189229316364141 "fBodyGyro-meanFreq()-X"
"STANDING" "22" -0.123747121876179 "fBodyGyro-meanFreq()-X"
"WALKING" "22" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "22" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "22" NA "fBodyGyro-meanFreq()-X"
"LAYING" "23" NA "fBodyGyro-meanFreq()-X"
"SITTING" "23" NA "fBodyGyro-meanFreq()-X"
"STANDING" "23" -0.0251692798377688 "fBodyGyro-meanFreq()-X"
"WALKING" "23" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "23" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "23" NA "fBodyGyro-meanFreq()-X"
"LAYING" "24" -0.0501078590267979 "fBodyGyro-meanFreq()-X"
"SITTING" "24" NA "fBodyGyro-meanFreq()-X"
"STANDING" "24" NA "fBodyGyro-meanFreq()-X"
"WALKING" "24" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "24" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "24" NA "fBodyGyro-meanFreq()-X"
"LAYING" "25" NA "fBodyGyro-meanFreq()-X"
"SITTING" "25" NA "fBodyGyro-meanFreq()-X"
"STANDING" "25" -0.207601176327873 "fBodyGyro-meanFreq()-X"
"WALKING" "25" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "25" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "25" NA "fBodyGyro-meanFreq()-X"
"LAYING" "26" NA "fBodyGyro-meanFreq()-X"
"SITTING" "26" NA "fBodyGyro-meanFreq()-X"
"STANDING" "26" -0.0167778610493112 "fBodyGyro-meanFreq()-X"
"WALKING" "26" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "26" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "26" NA "fBodyGyro-meanFreq()-X"
"LAYING" "27" -0.102116029167047 "fBodyGyro-meanFreq()-X"
"SITTING" "27" NA "fBodyGyro-meanFreq()-X"
"STANDING" "27" -0.03968716295 "fBodyGyro-meanFreq()-X"
"WALKING" "27" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "27" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "27" NA "fBodyGyro-meanFreq()-X"
"LAYING" "28" -0.151644339683717 "fBodyGyro-meanFreq()-X"
"SITTING" "28" NA "fBodyGyro-meanFreq()-X"
"STANDING" "28" NA "fBodyGyro-meanFreq()-X"
"WALKING" "28" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "28" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "28" NA "fBodyGyro-meanFreq()-X"
"LAYING" "29" 0.00201044246625 "fBodyGyro-meanFreq()-X"
"SITTING" "29" NA "fBodyGyro-meanFreq()-X"
"STANDING" "29" NA "fBodyGyro-meanFreq()-X"
"WALKING" "29" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "29" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "29" NA "fBodyGyro-meanFreq()-X"
"LAYING" "30" -0.231709876750131 "fBodyGyro-meanFreq()-X"
"SITTING" "30" NA "fBodyGyro-meanFreq()-X"
"STANDING" "30" NA "fBodyGyro-meanFreq()-X"
"WALKING" "30" NA "fBodyGyro-meanFreq()-X"
"WALKING_DOWNSTAIRS" "30" NA "fBodyGyro-meanFreq()-X"
"WALKING_UPSTAIRS" "30" NA "fBodyGyro-meanFreq()-X"
"LAYING" "1" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "1" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "1" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "1" -0.0901517235974063 "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "1" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "1" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "2" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "2" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "2" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "2" -0.0702155008665563 "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "2" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "2" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "3" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "3" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "3" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "3" -0.167675025582991 "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "3" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "3" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "4" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "4" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "4" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "4" -0.357592715106186 "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "4" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "4" -0.403312438185366 "fBodyGyro-meanFreq()-Y"
"LAYING" "5" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "5" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "5" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "5" -0.0720666007195695 "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "5" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "5" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "6" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "6" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "6" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "6" -0.0908297418220339 "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "6" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "6" 0.0845962063707865 "fBodyGyro-meanFreq()-Y"
"LAYING" "7" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "7" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "7" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "7" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "7" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "7" -0.103884514547565 "fBodyGyro-meanFreq()-Y"
"LAYING" "8" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "8" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "8" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "8" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "8" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "8" -0.153879695796192 "fBodyGyro-meanFreq()-Y"
"LAYING" "9" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "9" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "9" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "9" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "9" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "9" -0.240880440259861 "fBodyGyro-meanFreq()-Y"
"LAYING" "10" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "10" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "10" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "10" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "10" -0.129584765945726 "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "10" 0.0734377932783333 "fBodyGyro-meanFreq()-Y"
"LAYING" "11" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "11" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "11" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "11" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "11" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "11" -0.181778028186076 "fBodyGyro-meanFreq()-Y"
"LAYING" "12" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "12" -0.107386749104701 "fBodyGyro-meanFreq()-Y"
"STANDING" "12" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "12" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "12" -0.107254486672581 "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "12" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "13" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "13" -0.0806130190608563 "fBodyGyro-meanFreq()-Y"
"STANDING" "13" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "13" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "13" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "13" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "14" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "14" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "14" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "14" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "14" -0.35002956284918 "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "14" -0.331243230308861 "fBodyGyro-meanFreq()-Y"
"LAYING" "15" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "15" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "15" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "15" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "15" -0.222137469043902 "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "15" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "16" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "16" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "16" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "16" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "16" -0.158018408842896 "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "16" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "17" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "17" -0.109006734705156 "fBodyGyro-meanFreq()-Y"
"STANDING" "17" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "17" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "17" -0.0919220529166667 "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "17" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "18" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "18" -0.375759986466667 "fBodyGyro-meanFreq()-Y"
"STANDING" "18" -0.23377520243015 "fBodyGyro-meanFreq()-Y"
"WALKING" "18" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "18" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "18" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "19" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "19" -0.19629760694 "fBodyGyro-meanFreq()-Y"
"STANDING" "19" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "19" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "19" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "19" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "20" -0.160848125435897 "fBodyGyro-meanFreq()-Y"
"SITTING" "20" NA "fBodyGyro-meanFreq()-Y"
"STANDING" "20" -0.225985834516768 "fBodyGyro-meanFreq()-Y"
"WALKING" "20" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "20" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "20" NA "fBodyGyro-meanFreq()-Y"
"LAYING" "21" NA "fBodyGyro-meanFreq()-Y"
"SITTING" "21" -0.18645796643924 "fBodyGyro-meanFreq()-Y"
"STANDING" "21" NA "fBodyGyro-meanFreq()-Y"
"WALKING" "21" NA "fBodyGyro-meanFreq()-Y"
"WALKING_DOWNSTAIRS" "21" NA "fBodyGyro-meanFreq()-Y"
"WALKING_UPSTAIRS" "21" NA "fBodyGyro-meanFreq()-Y"
